company,url,title,content
서울경제,https://n.news.naver.com/mnews/article/011/0004420927?sid=101,“복합위기 경제 컨트롤타워 강화해야”,"
[커지는 경제정책 누수 <상> 신뢰도 하락하는 정부통상회의 가동 중 유사회의 소집부처 조율없이 추경언급 후 취소상속세·출산장려금 등 이슈 다툼엇갈린 메시지, 시장 혼란 부추겨기재부로 컨트롤타워 단일화하고대통령실은 참모역할에 집중해야[서울경제] 여야의 극한 갈등에 공무원들의 보신주의가 겹치면서 국정동력이 크게 떨어지고 있다는 지적이 나온다. 대결의 정치도 문제지만 정부 내에서도 정책의 손발이 맞지 않는다는 비판이 많다. 임기 반환점을 돈 윤석열 정부가 경제를 되살리기 위해 손봐야 할 부분들을 알아본다.



대통령실은 27일 늦게 ‘미국 신행정부 통상·관세정책 관련 긴급 경제·안보 점검회의’를 개최했다고 밝혔다. 도널드 트럼프 행정부가 멕시코와 캐나다 등에 관세 25%를 부과하고 중국에 10%를 추가 적용 시 한국 기업에 미치는 영향을 점검하는 자리였다. 대통령실은 정책실 차원에서 산업통상자원부에 시나리오별 대응 방안을 검토하라고 지시했고 기획재정부에는 미국 정책에 따른 영향 및 대응 방안, 업계 소통 방안이 필요하다고 주문했다고 전했다.문제는 정부와의 역할 구분이다. 최상목 부총리 겸 기획재정부 장관은 이달 7일 경제관계장관회의 겸 대외경제장관회의를 주재하면서 도널드 트럼프 미 대통령 당선인이 재집권하면서 △금융·외환 △통상 △산업 등 3대 분야에 회의체를 가동해 미국의 새 정책 기조에 대응하기로 했다. 경제 컨트롤타워인 부총리가 본격적인 대응을 시작한 셈이다.대통령실이 정부 정책을 교차 검증하고 보완하는 것은 충분히 가능한 일이다. 다만 지금은 시장에 오해를 줄 수 있는 경우가 적지 않다는 얘기가 나온다. 추가경정예산 편성에 대한 해프닝이 대표적이다. 앞서 대통령실이 “추경 편성을 포함한 재정의 적극적인 역할을 배제하지 않는다”고 밝히자 기재부는 설명자료를 내고 “내년 추경 예산 편성을 검토하지 않고 있다”고 반박했다. 여당인 국민의힘에서조차 지금은 추경을 얘기할 때가 아니라는 얘기가 나왔고 결국 대통령실이 한발 물러섰다. 전직 경제 부처 고위 관료는 28일 “추경은 국가 경제와 재정에 미치는 영향이 크기 때문에 대통령실과 당정이 물밑에서 조율하는 게 일반적”이라며 “대통령실이 추경 필요성을 언급하고 정부가 부인하는 모양새가 썩 좋아 보이지 않는다”고 지적했다.옥상옥이나 기재부 ‘패싱’ 논란도 이번 정부 들어 자주 발생하고 있다. 상속세 개편 과정에서도 잡음이 일었다. 대통령실발로 “상속세 최고세율을 30% 안팎으로 인하하는 것이 필요하다”는 언급이 있었는데 이는 세제 당국인 기재부가 세법개정안을 내놓기 전이다. 기재부는 이후 상속세 최고세율을 50%에서 40%로 낮추는 쪽으로 개정안을 발의했다. 시장 입장에서는 혼란스러울 수밖에 없다는 지적이 나오는 배경이다.올 초 부영그룹의 출산장려금 1억 원 지급을 둘러싼 세금 문제도 기재부는 소극적이었다가 대통령실의 의중에 입장을 180도 바꿨다. 이뿐만이 아니다. 지난달에는 과학기술수석 인터뷰에서 4개의 모듈로 구성된 소형모듈원전(SMR) 1기의 건설 계획이 4기로 전해지면서 주무 부처인 산업부가 발칵 뒤집히기도 했다. 최종적으로 4기 건설이 아닌 1기로 정리됐지만 이 과정에서 빚어진 혼선이 적지 않았다.전문가들은 경제정책을 두고 대통령실이 기재부와 경쟁하는 것처럼 비춰지는 것은 피해야 한다고 입을 모은다. 정책 설계와 부처 간 조율 업무는 기재부로 단일화하고 대통령실은 막후 조정과 대통령의 의중을 전달하는 참모 역할에 집중해야 한다는 것이다. 김태윤 한양대 행정학과 교수는 “국정 기획 측면과 달리 거시경제 운용에서는 경제부총리가 강력한 컨트롤타워를 맡는 게 맞다”며 “상법 개정 과정에서도 기재부나 법무부가 중심이 돼야 하고 경제부총리가 강력한 몇몇 기관장이나 장관들의 의견도 조정할 수 있어야 한다”고 주문했다.
"
한국경제,https://n.news.naver.com/mnews/article/015/0005063421?sid=101,저성장 공포에 2500 붕괴…코스피 멀어진 '연말 랠리',"
韓銀, 올해·내년 성장률 하향생산·소비·투자 모두 동반 감소외국인, 7500억 가까이 매도상장사 4분기 영업익 추정치 '뚝'내년 1분기 실적 전망도 어두워29일 코스피지수 2500선이 6거래일 만에 무너졌다. 한국은행이 올해와 내년 경제성장률을 하향 조정한 가운데 10월 산업생산과 소비·투자 지표까지 5개월 만에 동반 감소하면서 국내 경기 둔화에 대한 우려가 급격히 커진 데 따른 것이다. 일본 소비자물가지수가 예상치를 웃돌면서 이날 엔화가 급격한 강세를 띤 것도 국내 증시에 악재로 작용했다. 도널드 트럼프 미국 대통령 당선인의 공격적인 관세 정책에 대한 우려까지 더해지면서 반도체와 2차전지, 자동차 등 주요 수출주가 일제히 내려앉았다. ○경기 둔화 우려에 파랗게 질린 증시



이날 코스피지수는 1.95% 하락한 2455.91에 거래를 마쳤다. 외국인 투자자는 유가증권시장에서 7490억원어치를 팔아치웠다.코스닥지수도 2.33% 급락한 678.19에 거래를 마감했다. 전날 한국은행이 이례적으로 두 달 연속 기준금리를 인하했음에도 시장의 불안심리는 오히려 극대화됐다. 한은이 올해 실질 국내총생산(GDP) 증가율 전망치를 2.4%에서 2.2%, 내년과 2026년 증가율 전망치를 각각 1.9%, 1.8%로 내려 잡으면서 국내 경기가 ‘1%대 저성장의 함정’에 빠질 수 있다는 우려가 커졌다. 이날 통계청이 발표한 10월 산업활동동향에 따르면 산업생산과 소비·투자 지표는 5개월 만에 동반 감소했다.이날 엔·달러 환율이 장중 149.8엔까지 내리며 증시는 하락폭을 더 키웠다. 지난 8월 엔화 강세가 초래한 금융 시장 불안이 재연될 수 있다는 우려 때문이다. 당시 대규모 엔캐리 트레이드(저리의 엔화를 빌려 고가치 자산에 투자) 청산 가능성이 제기되며 글로벌 증시가 폭락한 바 있다.미국의 대(對)중국 반도체 제재 대상에서 중국 창신메모리테크놀로지가 빠질 것이라는 관측이 제기된 것도 국내 반도체주의 약세를 불렀다. 이날 삼성전자는 2.34% 하락한 5만4200원에 거래를 마쳤다. LG에너지솔루션(-5.22%), 포스코홀딩스(-4.40%) 등 2차전지주와 기아(-2.21%) 등 자동차주도 크게 하락했다. ○“이익 증가하는 기업에 주목”에프앤가이드에 따르면 국내 상장사 242개사의 4분기 영업이익 추정치 합산은 58조45억원으로 3개월 전(67조9918억원) 대비 14.69% 감소했다. 증권사 세 곳 이상의 실적 추정치가 존재하는 29개사의 내년 1분기 영업이익 합산은 21조1096억원으로 3개월 전 대비 24.26% 줄었다.전날 글로벌 투자은행 골드만삭스는 한국 증시에 대한 의견을 ‘비중 확대’에서 ‘중립’으로 하향 조정했다. 골드만삭스는 보고서에서 “한국의 내년 거시경제는 달러 강세와 관세의 불확실성으로 더욱 어려워질 것”이라며 “수출과 산업 생산의 증가 속도가 줄면서 경제 성장률도 둔화할 것”이라고 했다. 박승영 한화투자증권 연구원은 “코스피지수는 연말까지 2500선을 맴돌 것”이라며 “한국의 경제협력개발기구(OECD) 경기선행지수가 막 꺾이기 시작한 만큼 아직 증시 저점을 가늠할 때가 아니다”고 말했다.증권가에선 이익 하향세가 본격화하는 시기에는 이익이 증가하는 종목에 집중해야 한다는 조언이 나온다. 올 4분기와 내년 1분기 매출 및 영업이익 컨센서스(증권사 추정치 평균)가 3개월 전 대비 증가하는 동시에 전년 동기와 비교해도 늘어날 것으로 추정되는 기업은 세 곳뿐이다. 효성중공업과 HD현대미포, 네이버다.
"
매경이코노미,https://n.news.naver.com/mnews/article/024/0000093271?sid=101,돈빼돌리고 뇌물받고 회사돈 유용...남양유업 홍원식 전 회장 결국 ‘구속’,"
친인척 업체 중간 거래에 끼워 넣고 수십억 수수 혐의…“증거 인멸 우려”



 홍원식 전 남양유업 회장이 28일 특정경제범죄 가중처벌법상 배임 등 혐의로 영장실질심사를 받기 위해 서울 서초구 서울중앙지법에 출석하고 있다. (출처=연합뉴스)친인척 업체를 중간 거래에 끼워 넣어 남양유업에 100억원대 손해를 입힌 혐의를 받는 홍원식 전 남양유업 회장이 구속됐다.서울중앙지법 남천규 영장전담 부장판사는 지난 28일 특정경제범죄 가중처벌법상 배임 혐의로 구속영장이 청구된 홍원식 전 남양유업 회장에 대해 “증거를 인멸할 염려가 있다”며 영장을 발부했다.홍 전 회장은 남양유업을 운영하면서 친인척이 운영하는 업체를 거래 중간에 불필요하게 끼워 넣어 남양유업에 100억원대 손해를 끼친 혐의를 받는다. 납품업체들로부터 거래 대가로 수십억 원을 수수하고 법인카드를 사적으로 이용하거나 납품업체 대표를 회사 감사로 임명한 뒤 급여를 되돌려 받은 혐의도 있다. 검찰이 파악한 홍 전 회장의 횡령과 배임수재 혐의액은 수십억 원 수준으로인 것으로 전해졌다.앞서 홍 전 회장은 지난 1월 사모펀드 한앤컴퍼니(한앤코)와의 분쟁 끝에 대법원 판결에 따라 남양유업 경영권을 넘기고 오너 자리에서 완전히 물러났다. 하지만 이후에도 홍 전 회장은 남양유업에 444억원 규모의 퇴직금 소송을 제기하는 등 법적 분쟁을 이어왔다. 남양유업도 지난 8월 홍 전 회장과 전직 임직원 3명을 특경법 횡령과 배임수재 등 혐의로 고소했다. 남양유업이 횡령 등으로 고소한 금액은 201억원이다.검찰이 청구한 영장에는 홍 전 회장이 동생의 광고회사에 돈을 빼돌린 혐의, 사촌 동생을 납품업체에 위장 취업시켜 허위 급여를 타낸 혐의 등도 적시됐다.홍 전 회장은 ‘불가리스 허위 광고’에 가담한 혐의도 받고 있다. 지난 2021년 남양유업은 자사 유제품인 ‘불가리스’가 코로나19 예방 효과가 있다고 허위로 광고해 불매 운동 등 거센 반발에 직면한 바 있다. 검찰은 홍 전 회장이 기자 초청 심포지엄에서 불가리스 코로나19 예방 효과를 홍보하라고 지시한 것으로 보고 있다. 검찰은 논란이 불거진 이후 그가 이런 지시가 담긴 휴대전화 2∼3대를 한강에 버리라고 지시했다는 실무진 진술도 확보해 증거인멸 교사 혐의도 적용한 것으로 전해졌다.홍 전 회장 측은 “지금은 입장과 관련해선 별다른 말씀을 드릴 수가 없다”며 “변호인단과 협심해 무죄 입증에 최선을 다하겠다”고 밝혔다.
"
머니투데이,https://n.news.naver.com/mnews/article/008/0005120049?sid=101,"현대이지웰, 농협경제지주와 쌀 소비 촉진 협력하기로","




왼쪽부터 박종선 현대이지웰 대표와 심민섭 농협경제지주 소매체인본부장./사진제공=현대이지웰.현대이지웰과 농협경제지주가 쌀 소비 촉진을 위한 업무협약을 맺었다. 서로 아침밥 먹기 캐메인을 하고, 2700여 고객사의 임직원 350여만명이 이용하는 복지몰의 운영사인 현대이지웰은 다양한 쌀 상품을 소개하는 기획 행사를 열기로 했다. 쌀과 떡, 미숫가루, 조청 등을 최대 30% 할인하는 '米(쌀)소 기획전'도 열 예정이다. 현대이지웰 관계자는 ""이번 협약을 기회삼아 특색 있는 쌀 상품을 생산할 우수 협력사를 발굴할 것""이라며 ""판로 확보를 돕겠다""고 밝혔다. 
"
연합뉴스,https://n.news.naver.com/mnews/article/001/0015072529?sid=101,무협·日 경제동우회 서울서 '2차 한일 경제 라운드테이블' 개최,"
스타트업·고령화·그린에너지·첨단기술 등 4대 분야 협력 논의무협, 내년 '한일 국교 정상화 60주년' 맞아 양국 정부에 정책제안 추진



무역협회 한일교류특별위원회·일본 경제동우회, 일본서 1차 간담회[한국무역협회 제공. 재판매 및 DB 금지]    (서울=연합뉴스) 김동규 기자 = 한국무역협회는 28일 서울 강남구 트레이드타워에서 일본 경제동우회와 공동으로 '제2차 한일 경제 라운드테이블'을 개최했다고 밝혔다.    이날 회의에는 조현준 무역협회 한일교류특별위원장(효성그룹 회장)과 김고현 무역협회 전무를 비롯해 한국 측 위원 12명과 다마츠카 겐이치 일본 경제동우회 한국위원장(일본 롯데홀딩스 대표이사) 등 소속 위원 14명 등 총 30여명이 참석했다.    조현준 위원장은 모두 발언에서 ""지난해 12년 만에 한일 셔틀 외교가 재개되고 수출 규제 현안도 4년 만에 해소되면서 양국 관계가 빠르게 복원되고 있다""며 ""1차 회의에서 논의된 스타트업, 인구감소 및 고령화 대응, 그린에너지 전환, 첨단기술 등 4대 협력 분야 아이디어가 실질적인 성과로 이어지도록 깊이 있는 논의를 이어가겠다""고 말했다.    다마츠카 겐이치 위원장은 ""국제 정세와 경제적 불확실성이 커지는 가운데 긴밀하고 안정적인 한일 관계는 양국 기업 모두에게 이익이 될 것""이라며 ""내년 한일 국교 정상화 60주년을 맞는 시점에 양국 경제계가 만나 한일 관계의 발전을 뒷받침하는 자리를 만들어 뜻깊게 생각한다""고 말했다.    그는 이번 회의에서 논의된 협력 방안이 이후 양국 경제단체의 '공동 제안'(Joint Statement)으로 이어질 수 있기를 바란다고 덧붙였다.    윤진식 무역협회 회장은 ""미국 트럼프 행정부 2기 출범을 앞두고 대외 불확실성이 커가는 상황에서 안정과 성장을 지속하기 위한 한일 간 협력이 더욱 절실하다""며 ""양국 기업의 교류 활성화와 실질적 협력 강화를 위해 노력하겠다""고 말했다.    무역협회는 내년 일본 도쿄에서 '제3차 한일 경제 라운드테이블'을 열고 양국의 민간 협력 활성화를 위한 정책 제안 및 성공사례를 발굴해 양국 정부에 전달할 계획이다.    dkkim@yna.co.kr
"
헤럴드경제,https://n.news.naver.com/mnews/article/016/0002393691?sid=101,"현대이지웰, 농협경제지주와 ‘쌀 촉진’ 상생 협약","




27일 오전, 서울 서대문구 현대이지웰 본사에서 박종선(왼쪽부터) 현대이지웰 대표가 심민섭 농협경제지주 소매체인본부장과 업무협약을 체결 후 기념사진을 촬영하고 있다. [현대이지웰 제공][헤럴드경제=박병국 기자] 복지솔루션 기업 현대이지웰이 농협경제지주와 ‘쌀 소비 촉진을 위한 상생협력 업무협약’을 체결했다고 27일 밝혔다.이날 서울 서대문구 현대이지웰 본사에서 열린 협약식에는 박종선 현대이지웰 대표와 심민섭 농협경제지주 소매체인본부장 양측 주요 관계자가 참석했다.양측은 아침밥 먹기 캠페인을 통한 쌀 소비 확대에 나서는 한편, 쌀 생산 농가를 도울 수 있는 다양한 협력방안을 모색할 계획이다. 특히 이지웰 복지몰을 통해 다양한 쌀 상품을 소개하는 기획 행사 등을 열어 판로 확대에 나선다. 이지웰 복지몰은 2700여 고객사의 임직원 약 350만명이 이용하고 있다.아울러 현대이지웰은 쌀·떡·미숫가루·조청 등 다양한 쌀 관련 상품을 최대 30% 할인 판매하는 ‘米소 기획전’도 함께 열 예정이다.현대이지웰 관계자는 “이번 농협경제지주와 협약을 기반으로 특색 있는 쌀 테마 상품을 생산하는 우수 협력사를 발굴하고 판로 확대에 나서는 등 지원을 아끼지 않을 것”이라고 말했다
"
서울신문,https://n.news.naver.com/mnews/article/081/0003499041?sid=100,"GH–가평군, ‘지역경제 활성화 상생 발전’ 업무 협약 체결","




경기주택도시공사(사장 김세용, 왼쪽)와 가평군(군수 서태원)이 28일 광교 GH 본사에서 ‘가평군 산업인프라 확충을 위한 가평군-GH 상생발전 협약’을 체결했다. (GH 제공)경기주택도시공사(GH)와 가평군이 28일 광교 GH 본사에서 ‘가평군 산업인프라 확충을 위한 가평군-GH 상생발전 협약’을 체결했다고 밝혔다.가평군은 기반 시설 부담 및 기업 유치 용지 매각을 지원하고, GH는 신규 투자사업 참여 절차 이행, 인·허가 업무를 수행한다.가평군 등 경기도 동북부 일원은 수도권정비계획과 팔당호 수질보전 관련 규제 등으로 개발사업 진행에 어려움이 많아 해당 지역 주민들은 생활 기반 시설 및 일자리 부족 문제를 겪고 있다.김세용 GH 사장은 “이번 협약을 계기로 1999년 목동 일반산업단지 이후 산업단지가 없었던 가평군에 일자리를 창출할 수 있는 산업기반 확충에 큰 추진 동력을 얻게 됐다.”라고 밝혔다.
		"
매일경제,https://n.news.naver.com/mnews/article/009/0005405127?sid=101,“이러면 내년 코스피 투자할 이유가 있을까”...골드만삭스 전망치 살펴보니,"




 [사진출처 = 연합뉴스 ]골드만삭스는 내년 한국 증시에 대한 투자의견을 기존 ‘비중 확대’에서 ‘중립’으로 하향 조정했다고 29일 밝혔다.아울러 내년 12월 기준 코스피 목표치를 2750으로 제시했다. 전날 종가는 2504.67이었다.골드만삭스는 보고서에서 “한국의 내년 거시 경제는 달러 강세와 관세의 불확실성으로 더욱 어려워질 것”이라면서 “한국의 수출과 산업 생산의 성장 속도가 줄어들면서 경제 성장률 둔화가 전망된다”고 말했다.다만 “밸류업 프로그램과 관련해 세법 개정 가능성과 기업 변화의 필요성에 대한 인식이 확대됨에 따라 주식시장에서 개인 투자자(보통주 주주)들을 위한 환경이 개선될 수 있다”고 전망했다.그러면서 “방위 산업, 주주 수익률과 기업지배구조 개선을 통한 기업 변화, 코스피200 중·소형주, 그리고 거시 경제에 회복 탄력성을 갖는 종목에 투자 관심을 가져야 한다”고 제언했다.앞서 골드만삭스는 내년 한국의 경제 성장률을 1.8%로 전망했다. 수출 둔화와 미국의 도널드 트럼프 2기 행정부의 관세 정책이 한국 경제의 하방 리스크가 될 것이란 전망에서다.아울러 한국은행이 기준금리를 2.25%까지 인하할 것으로 내다봤다.
"
서울신문,https://n.news.naver.com/mnews/article/081/0003499244?sid=102,"포항·경주·울산, 경제 통합 추진… ‘산업 수도권’ 조성 박차","
해오름동맹 상생협력 공동선언문“바이오·수소 등 미래 신산업 육성”



김두겸(왼쪽부터) 울산시장과 이강덕 경북 포항시장, 주낙영 경주시장이 27일 포항에서 해오름동맹 상생협력 공동선언문을 들고 기념촬영하고 있다. 포항시 제공경북 포항시와 경주시, 울산시가 해오름동맹으로 경제 통합에 나선다.포항시는 경주시, 울산시와 함께 ‘해오름동맹 상생협의회 2024 하반기 정기회’를 개최하고, ‘해오름동맹 상생협력 공동선언문’을 발표했다고 28일 밝혔다.세 도시는 지난 2016년 공동 발전을 목표로 해오름동맹을 출범해 경제·문화·사회적 상호 교류를 이어가고 있다. 이날 공동 선언문을 통해 이차전지·바이오·수소 산업 등 미래 신산업을 함께 육성하고, 산업과 경제 부문 교류와 협력을 더욱 강화해 산업 수도권 조성에 협력하기로 했다. 이를 위해 세 도시는 ▲해오름동맹광역추진단 출범 ▲해오름 산업벨트 지원에 관한 특별법의 신속한 제정 ▲국제행사 협력·지원, 경제·산업 등 위기 상황 대응 등을 함께 추진한다. 특히 내년 1월 공식 출범되는 추진단은 경주스마트미디어센터에 사무실을 두고 4급 단장을 중심으로 한 상생협력 핵심 기구로 운영된다. 각각 3명의 직원을 파견한다.또한 특별법 입법을 조속히 추진해 광역교통망 구축과 첨단산업 육성 등 맞춤형 특례의 제도화와 함께 수도권 일극체제 심화에 따른 지역소멸 및 산업위기 극복에 나서기로 했다.이강덕 포항시장은 ﻿“﻿실질적인 경제동맹을 바탕으로 초광역 산업권이 형성된다면 행정 통합보다 더 큰 성과를 도출할 수 있다”고 말했다.﻿
		"
전자신문,https://n.news.naver.com/mnews/article/030/0003261712?sid=101,[사설]건강한 경제 생태계에 기여하는 상생결제,"




중소벤처기업부가 정부 부처 최초로 상생결제를 도입했다는 소식은 중요한 전환점으로 인식돼 왔다. 상생결제는 대기업, 중소기업, 그리고 하위 협력사 간 거래에서 대금 지급을 보장한다. 연쇄 부도 위험을 최소화해 기업 생태계를 안정시키는 혁신적 결제 방식으로 평가됐다. 지난 2015년 첫 도입 이후 상생결제는 지속적인 성장세를 보여왔다. 제도 시행으로 대금 회수 기간이 기존 평균 69.5일에서 31.8일로 대폭 단축됐고, 시행 이후 단 한 건의 미지급 사례도 발생하지 않았다. 이는 상생결제가 중소기업의 안정적 경영을 돕고, 자금 흐름의 투명성을 보장한다는 점에서 큰 성공을 거두고 있음을 보여준다.특히 중기부 상생결제 도입은 공공 부문으로 상생결제를 확대하는 계기를 마련했다는 점에서 그 의미가 크다. 연구에 따르면 정부와 지자체가 상생결제를 통해 공공 예산을 집행하면 연간 약 21조 원의 국내총생산(GDP) 증대 효과를 기대할 수 있다. 이는 별도 예산 투입 없이 국가 경제의 부가가치를 높이고 기업들의 매출, 고용, 투자 확대에 기여하는 획기적인 성과를 낼 수 있다는 것을 뜻한다.상생결제의 성공적인 정착과 확산을 위해 앞으로 해결해야 할 과제도 분명히 있다. 공공 예산 집행 시스템과 상생결제 시스템의 연동을 더욱 원활히 해야 한다. 현재 일부 지자체에서 시스템 연동 어려움이 있다. 이를 개선하기 위해 관련 부처와의 협력이 필요하다. 둘째, 상생결제에 대한 기업들의 인식 제고가 중요하다. 일부 기업은 상생결제를 적용받고 있음에도 이를 제대로 이해하지 못하거나 활용하지 않는 사례가 많다. 정부는 홍보와 교육을 통해 제도의 취지와 이점을 널리 알릴 필요가 있다.상생결제가 1차 협력사를 넘어 2차, 3차 협력사까지 확산될 수 있도록 추가 지원책도 필요하다. 중기부가 상생결제 2차 이하 지급 실적에 대한 평가 배점을 상향 조정하고, 공정거래협약 평가에서도 상생결제를 반영하기로 한 것은 긍정적 신호다. 더불어 민간 기업들이 상생결제를 손쉽게 활용할 수 있도록 전사자원관리(ERP) 시스템과의 연계를 강화하는 등 사용자 편의성을 높이는 노력도 병행되어야 한다. 상생결제는 공정한 경제를 향한 작은 변화로 시작했지만, 그 효과는 예상보다 더 크다. 상생결제를 통한 투명한 자금 흐름과 안정적인 대금 지급은 중소기업의 생존과 성장을 돕고, 대기업과 중소기업 간의 신뢰를 높이는 데 기여한다. 앞으로 더 공정하고 건강한 경제 생태계를 구축해야 할 것이다.
"
조선비즈,https://n.news.naver.com/mnews/article/366/0001035287?sid=101,韓-조지아 경제동반자협정 협상 타결… 車·식품·화장품 수출 관세 철폐,"
한국·조지아 교역액 작년 2억弗… “잠재력 커”  우리나라 93.3%·조지아 91.6% 상품 관세 철폐  한국산 승용차·조지아산 와인 등 교역 활발 기대  “가급적 이른 시기 협정 발효되도록 절차 진행”        한국과 조지아의 경제동반자협정(EPA) 협상이 타결됐다. 이로써 조지아는 우리나라와 자유무역협정을 맺은 26번째 국가가 된다. 조지아산 와인에 대한 수입 관세나 우리나라가 조지아에 수출하는 승용차·식품·화장품 등 관세가 즉시 철폐돼 양국 간 교역이 더욱 활발해질 전망이다.27일 산업통상자원부에 따르면, 정인교 산업부 통상교섭본부장과 게나디 아르벨랏제(Genadi Arveladze) 조지아 경제지속가능발전부 차관은 이날 서울에서 한-조지아 경제동반자협정(EPA) 협상 타결을 선언했다.



27일 서울 롯데호텔에서 정인교 통상교섭본부장과 게나디 아르벨랏제 조지아 경제지속가능발전부 차관이 경제동반자협정(EPA) 서명 후 기념촬영을 하고 있다. /연합뉴스        조지아는 구(舊) 소련권 국가 중 가장 개방된 시장 중심 경제체제 국가 중 하나로, 46개국과 자유무역협정(FTA)을 체결해 넓은 배후 시장을 보유하고 있다. 또 아시아-유럽을 잇는 교역 요충지 ‘코카서스’ 지역에 위치한 교통·물류 거점인 만큼, 공급망·에너지 등 분야의 협력 잠재력이 매우 큰 국가다.한국무역협회에 따르면 지난해 기준 한·조지아 교역액은 약 2억달러로, 조지아에 대한 한국의 무역수지는 약 1억8000만달러 흑자로 집계됐다.이번 EPA를 통해 우리나라 상품 품목의 93.3%, 조지아의 91.6%에 적용되는 관세를 10년 내 철폐하기로 했다. 우리 주력 수출 품목인 승용차뿐 아니라, 글로벌 수요가 증가하고 있는 식품·뷰티 관련 조지아의 관세가 전면 즉시 철폐된다. 라면·조미김·건조감·삼계탕·커피 프림 등 농림수산식품과 맥주·소주 등 주류, 각종 화장품이 이에 해당한다.조지아의 주요 생산품인 와인을 비롯해, 증류주·천연 탄산수 그리고 구리 스크랩·기타 알루미늄 합금·슬랙 등 국내에서 원료로 활용할 수 있는 품목 등에 대해서도 우리 수입 관세를 철폐하기로 했다. 향후 조지아가 정부 주도 인프라 개발사업에 착수할 경우, 수요 증가가 예상되는 건설장비, 재생에너지 설비 등에서도 무관세를 지속하기로 했다. 다만 쌀·천연 꿀·인삼·호두·잣 등 우리 측 민감 품목은 개방 대상에서 제외했다.이밖에 서비스 분야에선 조지아의 해운, 도로 화물 운송, 창고업, 화물 주선업 등이 폭넓게 개방됐다. 한국 기업의 운송·물류 네트워크를 다각화하고, 지정학적 리스크에 대비하는 공급망 안정화에도 도움 될 것으로 보인다. 또 음반 등 시청각, 출판, 전시업, 교육 서비스 등도 개방돼 조지아 내 한류 접근성이 용이해질 전망이다. 이밖에 양국은 원산지, 정부조달, 지식재산권, 디지털 무역 등 분야에서도 협상을 타결했다.정 본부장은 “이번 EPA는 양허 수준 또한 높고 공급망, 교통·물류, 에너지 등 분야에서 폭넓은 협력을 추진하기로 한 만큼 양국의 교역 확대는 물론 안정적인 글로벌 공급망 구축에도 기여할 것”이라며 “최근 러시아-우크라이나 전쟁 등 지정학적 요인으로 조지아가 신흥 물류 요충지로 부상하는 만큼, 이번 EPA를 통해 발칸·코카서스로 진출하는 교두보를 마련하는 효과도 기대된다”고 했다.한편 정부는 이번 협상 타결 선언을 계기로 법률 검토와 협정문 국문 번역 등 정식 서명을 위한 절차를 조속히 완료하고, 이후 경제적 영향 평가와 국회 비준 동의 등 각국의 국내 절차를 거쳐 가급적 이른 시기에 협정이 발효되게 한다는 계획이다.
"
